Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,933596,-,-,-,40.69,-86.14,0,240,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2018,1,1,0,0,-13.5,0.8300000000000001,0.07,0.61,0,0,0,0,4,-16.1,0,0,0,0,0.41300000000000003,80.98,106.97,0.9500000000000001,0.8,1005,0.30000000000000004,282,3.2,0.0000,0.0000
2018,1,1,0,30,-13.3,0.8300000000000001,0.07,0.61,0,0,0,0,4,-16.1,0,0,0,0,0.41500000000000004,79.68,112.49000000000001,0.9500000000000001,0.8,1005,0.30000000000000004,285,3.4000000000000004,0.0000,0.0000
2018,1,1,1,0,-13.200000000000001,0.81,0.076,0.61,0,0,0,0,4,-15.700000000000001,0,0,0,0,0.417,81.14,118.10000000000001,0.9500000000000001,0.8,1005,0.30000000000000004,287,3.6,0.0000,0.0000
2018,1,1,1,30,-13,0.81,0.076,0.61,0,0,0,0,8,-15.700000000000001,0,0,0,0,0.419,79.84,123.76,0.9500000000000001,0.8,1005,0.30000000000000004,291,3.9000000000000004,0.0000,0.0000
2018,1,1,2,0,-12.9,0.79,0.077,0.61,0,0,0,0,8,-15.5,0,0,0,0,0.421,80.95,129.44,0.96,0.8,1005,0.30000000000000004,295,4.2,0.0000,0.0000
2018,1,1,2,30,-12.8,0.79,0.077,0.61,0,0,0,0,8,-15.5,0,0,0,0,0.422,80.29,135.1,0.96,0.8,1005,0.30000000000000004,297,4.4,0.0000,0.0000
2018,1,1,3,0,-12.8,0.79,0.077,0.61,0,0,0,0,8,-15.5,0,0,0,0,0.424,80.18,140.69,0.96,0.8,1005,0.30000000000000004,300,4.7,0.0000,0.0000
2018,1,1,3,30,-13,0.79,0.077,0.61,0,0,0,0,4,-15.5,0,0,0,0,0.426,81.57000000000001,146.12,0.9500000000000001,0.8,1006,0.30000000000000004,301,4.800000000000001,0.0000,0.0000
2018,1,1,4,0,-13.100000000000001,0.79,0.07200000000000001,0.61,0,0,0,0,4,-15.9,0,0,0,0,0.427,79.60000000000001,151.26,0.9500000000000001,0.8,1006,0.30000000000000004,302,4.9,0.0000,0.0000
2018,1,1,4,30,-13.5,0.79,0.07200000000000001,0.61,0,0,0,0,8,-15.9,0,0,0,0,0.428,82.23,155.9,0.9500000000000001,0.8,1006,0.2,303,4.9,0.0000,0.0000
