Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,491807,-,-,-,38.81,-104.7,0,1890,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2018,1,1,0,0,-5.7,1.23,0.025,0.62,0,0,0,0,0,-11.8,0,0,0,0,0.355,62.120000000000005,93.04,0.89,0.22,816,0.4,142,2.5,0.0000,0.0000
2018,1,1,0,30,-6.300000000000001,1.23,0.025,0.62,0,0,0,0,0,-11.8,0,0,0,0,0.355,65.1,98.33,0.89,0.22,817,0.4,156,2.4000000000000004,0.0000,0.0000
2018,1,1,1,0,-7,1.22,0.026000000000000002,0.62,0,0,0,0,0,-12.3,0,0,0,0,0.356,65.94,103.79,0.89,0.22,817,0.4,169,2.3000000000000003,0.0000,0.0000
2018,1,1,1,30,-7.5,1.22,0.026000000000000002,0.62,0,0,0,0,0,-12.3,0,0,0,0,0.356,68.53,109.38,0.89,0.22,817,0.4,184,2.3000000000000003,0.0000,0.0000
2018,1,1,2,0,-8,1.2,0.027,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.355,69.53,115.09,0.9,0.22,817,0.4,198,2.2,0.0000,0.0000
2018,1,1,2,30,-8.200000000000001,1.2,0.027,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.355,70.61,120.87,0.89,0.22,817,0.4,207,2.1,0.0000,0.0000
2018,1,1,3,0,-8.3,1.2,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.355,71,126.7,0.89,0.22,817,0.4,216,2,0.0000,0.0000
2018,1,1,3,30,-8.4,1.2,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.354,71.56,132.53,0.89,0.22,817,0.30000000000000004,219,1.9000000000000001,0.0000,0.0000
2018,1,1,4,0,-8.5,1.21,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.354,72.49,138.34,0.89,0.22,817,0.30000000000000004,222,1.8,0.0000,0.0000
2018,1,1,4,30,-8.8,1.21,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.353,74.2,144.06,0.89,0.22,817,0.30000000000000004,227,1.7000000000000002,0.0000,0.0000
2018,1,1,5,0,-9,1.22,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.352,75.41,149.6,0.88,0.22,817,0.30000000000000004,231,1.6,0.0000,0.0000
2018,1,1,5,30,-9.200000000000001,1.22,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.352,76.60000000000001,154.79,0.88,0.22,817,0.30000000000000004,239,1.5,0.0000,0.0000
2018,1,1,6,0,-9.4,1.23,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.35100000000000003,77.35000000000001,159.36,0.88,0.22,817,0.30000000000000004,246,1.3,0.0000,0.0000
2018,1,1,6,30,-9.600000000000001,1.23,0.028,0.62,0,0,0,0,0,-12.600000000000001,0,0,0,0,0.35100000000000003,78.58,162.75,0.88,0.22,817,0.30000000000000004,258,1.2000000000000002,0.0000,0.0000
2018,1,1,7,0,-9.8,1.24,0.027,0.62,0,0,0,0,0,-12.700000000000001,0,0,0,0,0.35000000000000003,79.16,164.17000000000002,0.87,0.22,817,0.30000000000000004,270,1,0.0000,0.0000
2018,1,1,7,30,-9.9,1.24,0.027,0.62,0,0,0,0,0,-12.700000000000001,0,0,0,0,0.35000000000000003,79.79,163.11,0.87,0.22,817,0.30000000000000004,279,1,0.0000,0.0000
2018,1,1,8,0,-10,1.25,0.025,0.62,0,0,0,0,0,-12.9,0,0,0,0,0.35000000000000003,79.27,159.97,0.87,0.22,817,0.30000000000000004,287,1,0.0000,0.0000
2018,1,1,8,30,-10,1.25,0.025,0.62,0,0,0,0,0,-12.9,0,0,0,0,0.35000000000000003,79.27,155.54,0.87,0.22,817,0.30000000000000004,289,0.9,0.0000,0.0000
2018,1,1,9,0,-10,1.25,0.024,0.62,0,0,0,0,0,-13.200000000000001,0,0,0,0,0.35000000000000003,77.52,150.42000000000002,0.86,0.22,817,0.30000000000000004,290,0.9,0.0000,0.0000
2018,1,1,9,30,-9.9,1.25,0.024,0.62,0,0,0,0,0,-13.200000000000001,0,0,0,0,0.35000000000000003,76.91,144.92000000000002,0.87,0.22,817,0.30000000000000004,283,0.9,0.0000,0.0000
2018,1,1,10,0,-9.9,1.25,0.024,0.62,0,0,0,0,0,-13.5,0,0,0,0,0.35100000000000003,75.16,139.22,0.87,0.22,817,0.2,277,0.9,0.0000,0.0000
2018,1,1,10,30,-10,1.25,0.024,0.62,0,0,0,0,8,-13.5,0,0,0,0,0.35100000000000003,75.66,133.42000000000002,0.87,0.22,816,0.2,269,1,0.0000,0.0000
2018,1,1,11,0,-10,1.24,0.023,0.62,0,0,0,0,7,-13.9,0,0,0,0,0.35100000000000003,72.88,127.58,0.87,0.22,816,0.2,262,1.1,0.0000,0.0000
2018,1,1,11,30,-10.100000000000001,1.24,0.023,0.62,0,0,0,0,8,-13.9,0,0,0,0,0.352,73.45,121.75,0.87,0.22,816,0.2,258,1.2000000000000002,0.0000,0.0000
2018,1,1,12,0,-10.3,1.24,0.023,0.62,0,0,0,0,7,-14.600000000000001,0,0,0,0,0.352,71,115.95,0.87,0.22,816,0.2,255,1.3,0.0000,0.0000
2018,1,1,12,30,-10.3,1.24,0.023,0.62,0,0,0,0,7,-14.600000000000001,0,0,0,0,0.353,71,110.23,0.88,0.22,816,0.30000000000000004,254,1.4000000000000001,0.0000,0.0000
2018,1,1,13,0,-10.3,1.23,0.023,0.62,0,0,0,0,7,-15.200000000000001,0,0,0,0,0.354,67.58,104.61,0.88,0.22,816,0.30000000000000004,253,1.5,0.0000,0.0000
2018,1,1,13,30,-10.100000000000001,1.23,0.023,0.62,0,0,0,0,7,-15.200000000000001,0,0,0,0,0.354,66.51,99.13,0.88,0.22,816,0.30000000000000004,253,1.7000000000000002,0.0000,0.0000
2018,1,1,14,0,-9.9,1.22,0.022,0.62,0,0,0,0,7,-15.600000000000001,0,0,0,0,0.355,63.08,93.81,0.88,0.22,816,0.30000000000000004,254,1.8,0.0000,0.0000
2018,1,1,14,30,-8.5,1.22,0.022,0.62,15,236,22,6,7,-15.600000000000001,12,1,86,12,0.354,56.52,88.41,0.89,0.22,816,0.30000000000000004,257,2.2,0.0000,0.0000
2018,1,1,15,0,-7.1000000000000005,1.22,0.023,0.62,28,601,94,3,0,-15.5,40,349,43,78,0.354,50.980000000000004,83.72,0.89,0.22,816,0.30000000000000004,260,2.5,0.0000,0.0000
2018,1,1,15,30,-5.6000000000000005,1.22,0.023,0.62,37,752,178,4,4,-15.5,81,306,64,138,0.352,45.46,79.21000000000001,0.9,0.22,816,0.30000000000000004,261,2.7,6.5790,5.0184
2018,1,1,16,0,-4.2,1.21,0.024,0.62,44,840,261,0,0,-15.5,44,840,0,261,0.35100000000000003,40.93,75.05,0.9,0.22,816,0.30000000000000004,261,2.8000000000000003,12.7574,9.8032
2018,1,1,16,30,-2.8000000000000003,1.21,0.024,0.62,49,896,336,0,0,-15.5,49,896,0,336,0.34900000000000003,36.82,71.31,0.91,0.22,815,0.30000000000000004,259,2.6,16.9973,13.1398
2018,1,1,17,0,-1.4000000000000001,1.2,0.026000000000000002,0.62,53,924,398,0,0,-14.5,53,924,0,398,0.34800000000000003,36.35,68.08,0.91,0.22,815,0.4,257,2.4000000000000004,20.7180,16.0796
2018,1,1,17,30,0,1.2,0.026000000000000002,0.62,55,950,450,0,0,-14.5,107,730,0,410,0.34600000000000003,32.82,65.44,0.91,0.22,815,0.4,263,2.2,21.7970,16.9599
2018,1,1,18,0,1.4000000000000001,1.19,0.025,0.62,57,969,490,0,7,-14.100000000000001,214,318,0,356,0.34400000000000003,30.580000000000002,63.46,0.91,0.22,814,0.4,270,2,19.1987,14.9617
2018,1,1,18,30,2.4000000000000004,1.19,0.025,0.62,58,978,514,0,0,-14.100000000000001,118,750,0,468,0.342,28.47,62.22,0.9,0.22,814,0.4,284,1.8,25.4495,19.8501
