Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,778724,-,-,-,44.89,-93.22,0,252,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2018,1,1,0,0,-25.5,0.98,0.023,0.61,0,0,0,0,0,-29.5,0,0,0,0,0.423,69.37,103.3,0.9,0.8,1009,0.2,282,2.5,0.0000,0.0000
2018,1,1,0,30,-25.8,0.98,0.023,0.61,0,0,0,0,8,-29.5,0,0,0,0,0.422,71.29,108.38,0.9,0.8,1009,0.2,280,2.6,0.0000,0.0000
2018,1,1,1,0,-26.1,0.98,0.023,0.61,0,0,0,0,0,-29.6,0,0,0,0,0.421,72.68,113.57000000000001,0.9,0.8,1009,0.2,277,2.7,0.0000,0.0000
2018,1,1,1,30,-26.3,0.98,0.023,0.61,0,0,0,0,8,-29.6,0,0,0,0,0.418,74.02,118.84,0.9,0.8,1009,0.2,277,2.8000000000000003,0.0000,0.0000
2018,1,1,2,0,-26.400000000000002,0.98,0.024,0.61,0,0,0,0,8,-29.5,0,0,0,0,0.41500000000000004,74.95,124.14,0.9,0.8,1010,0.2,276,2.8000000000000003,0.0000,0.0000
2018,1,1,2,30,-26.1,0.98,0.024,0.61,0,0,0,0,8,-29.5,0,0,0,0,0.41200000000000003,72.92,129.44,0.91,0.8,1010,0.2,280,2.9000000000000004,0.0000,0.0000
2018,1,1,3,0,-25.900000000000002,0.98,0.025,0.61,0,0,0,0,8,-29.1,0,0,0,0,0.40900000000000003,74.29,134.69,0.91,0.8,1010,0.2,284,3,0.0000,0.0000
2018,1,1,3,30,-25.200000000000003,0.98,0.025,0.61,0,0,0,0,8,-29.1,0,0,0,0,0.405,69.71000000000001,139.8,0.91,0.8,1010,0.2,292,3.2,0.0000,0.0000
2018,1,1,4,0,-24.6,0.98,0.026000000000000002,0.61,0,0,0,0,8,-28.200000000000003,0,0,0,0,0.402,71.92,144.70000000000002,0.91,0.8,1010,0.2,299,3.4000000000000004,0.0000,0.0000
2018,1,1,4,30,-24,0.98,0.026000000000000002,0.61,0,0,0,0,0,-28.200000000000003,0,0,0,0,0.399,68.15,149.22,0.91,0.8,1010,0.2,303,3.6,0.0000,0.0000
2018,1,1,5,0,-23.5,0.98,0.026000000000000002,0.61,0,0,0,0,0,-27.400000000000002,0,0,0,0,0.396,70.14,153.15,0.91,0.8,1010,0.2,308,3.7,0.0000,0.0000
2018,1,1,5,30,-23.3,0.98,0.026000000000000002,0.61,0,0,0,0,0,-27.400000000000002,0,0,0,0,0.395,68.91,156.17000000000002,0.91,0.8,1010,0.2,310,3.8000000000000003,0.0000,0.0000
2018,1,1,6,0,-23,1,0.025,0.61,0,0,0,0,0,-27.1,0,0,0,0,0.394,69.17,157.87,0.91,0.8,1010,0.2,312,3.9000000000000004,0.0000,0.0000
2018,1,1,6,30,-23,1,0.025,0.61,0,0,0,0,0,-27.1,0,0,0,0,0.394,69.17,157.94,0.91,0.8,1010,0.2,314,3.7,0.0000,0.0000
2018,1,1,7,0,-23,1.01,0.024,0.61,0,0,0,0,0,-27.1,0,0,0,0,0.395,68.85000000000001,156.37,0.91,0.8,1010,0.2,316,3.6,0.0000,0.0000
2018,1,1,7,30,-23,1.01,0.024,0.61,0,0,0,0,0,-27.1,0,0,0,0,0.397,68.85000000000001,153.45000000000002,0.91,0.8,1010,0.2,317,3.5,0.0000,0.0000
2018,1,1,8,0,-23,1.03,0.023,0.61,0,0,0,0,0,-27.200000000000003,0,0,0,0,0.399,68.42,149.58,0.91,0.8,1011,0.2,318,3.4000000000000004,0.0000,0.0000
2018,1,1,8,30,-23.1,1.03,0.023,0.61,0,0,0,0,0,-27.200000000000003,0,0,0,0,0.401,69.03,145.09,0.91,0.8,1011,0.2,318,3.3000000000000003,0.0000,0.0000
2018,1,1,9,0,-23.200000000000003,1.06,0.022,0.61,0,0,0,0,0,-27.3,0,0,0,0,0.403,68.76,140.22,0.91,0.8,1011,0.2,317,3.2,0.0000,0.0000
2018,1,1,9,30,-23.3,1.06,0.022,0.61,0,0,0,0,0,-27.3,0,0,0,0,0.404,69.38,135.12,0.91,0.8,1011,0.2,317,3.1,0.0000,0.0000
