Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,149806,-,-,-,38.17,-121.58,0,-3,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2017,1,1,0,0,9.1,1.24,0.089,0.66,46,445,112,0,1,6.2,46,445,0,112,0.291,82.22,81.46000000000001,0.9500000000000001,0.1,1009,1.5,320,0.8,0.0000,0.0000
2017,1,1,0,30,8,1.24,0.089,0.66,25,241,42,0,1,6.2,25,241,0,42,0.291,88.56,86.14,0.9400000000000001,0.1,1009,1.5,305,0.9,0.0000,0.0000
2017,1,1,1,0,6.9,1.25,0.08600000000000001,0.66,0,0,0,0,1,5.1000000000000005,0,0,0,0,0.292,88.60000000000001,91.4,0.9400000000000001,0.1,1009,1.5,290,1.1,0.0000,0.0000
2017,1,1,1,30,6.4,1.25,0.08600000000000001,0.66,0,0,0,0,1,5.1000000000000005,0,0,0,0,0.293,91.69,96.69,0.9400000000000001,0.1,1009,1.5,284,1.1,0.0000,0.0000
2017,1,1,2,0,5.800000000000001,1.26,0.082,0.66,0,0,0,0,1,5,0,0,0,0,0.295,94.29,102.15,0.9400000000000001,0.1,1010,1.5,277,1.1,0.0000,0.0000
2017,1,1,2,30,5.6000000000000005,1.26,0.082,0.66,0,0,0,0,1,5,0,0,0,0,0.295,95.60000000000001,107.76,0.9400000000000001,0.1,1010,1.5,270,1.2000000000000002,0.0000,0.0000
2017,1,1,3,0,5.300000000000001,1.28,0.076,0.66,0,0,0,0,3,4.800000000000001,0,0,0,0,0.296,96.60000000000001,113.49000000000001,0.93,0.1,1010,1.4000000000000001,263,1.2000000000000002,0.0000,0.0000
2017,1,1,3,30,5.1000000000000005,1.28,0.076,0.66,0,0,0,0,1,4.800000000000001,0,0,0,0,0.295,97.96000000000001,119.3,0.93,0.1,1010,1.4000000000000001,256,1.3,0.0000,0.0000
2017,1,1,4,0,4.9,1.3,0.07,0.66,0,0,0,0,1,4.800000000000001,0,0,0,0,0.294,99.17,125.17,0.93,0.1,1010,1.4000000000000001,250,1.4000000000000001,0.0000,0.0000
2017,1,1,4,30,4.800000000000001,1.3,0.07,0.66,0,0,0,0,1,4.800000000000001,0,0,0,0,0.293,99.86,131.06,0.93,0.1,1010,1.4000000000000001,247,1.6,0.0000,0.0000
